Date,Type,Check_case,AN,AP,AR,AS,BR,CH,CT,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UP,UT,WB
15-11-2020,delta7,other,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,47,3,0,0,0,10,0,0,0,0,0,0,0,0,0,70,0
16-11-2020,delta7,other,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,53,3,0,0,0,10,0,0,0,0,0,0,0,0,0,74,0
17-11-2020,delta7,other,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,40,3,0,0,0,9,0,0,0,0,0,0,0,0,0,67,0
18-11-2020,delta7,other,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,38,3,0,0,0,11,0,0,0,0,0,0,0,0,0,61,0
19-11-2020,delta7,other,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,34,2,0,0,0,11,0,0,0,0,0,0,0,0,0,61,0
20-11-2020,delta7,other,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,33,-1,0,0,0,12,0,0,0,0,0,0,0,0,0,53,0
21-11-2020,delta7,other,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7,0,0,38,-1,0,0,0,11,0,0,0,0,0,0,0,0,0,40,0
03-03-2021,delta,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
03-03-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0
04-03-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
05-03-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
06-03-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0
07-03-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0
08-03-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
09-03-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
06-04-2021,delta,other,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,7,0,0,0,0,65,0
06-04-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,102,0,0,0,0,3,0,0,65,0,0,0,0,4,0,0,0,0,11,0,0,0,0,115,0
07-04-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,89,0,0,0,0,3,0,0,62,0,0,0,0,2,0,0,0,0,11,0,0,0,0,208,0
08-04-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,102,0,0,0,0,5,0,0,81,0,0,0,0,2,0,0,0,0,12,0,0,0,0,211,0
09-04-2021,delta,other,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
09-04-2021,delta7,other,0,0,0,0,0,0,0,0,3,0,0,110,0,0,0,0,6,0,0,89,0,0,0,0,2,0,0,0,0,11,0,0,0,0,285,0
10-04-2021,delta7,other,0,0,0,0,0,0,0,0,3,0,0,102,0,0,0,0,4,0,0,98,0,0,0,0,6,0,0,0,0,9,0,0,0,0,316,0
11-04-2021,delta7,other,0,0,0,0,0,0,0,0,3,0,0,97,0,0,0,0,5,0,0,117,0,0,0,0,7,0,0,0,0,27,0,0,0,0,295,0
12-04-2021,delta,other,0,0,0,0,0,0,0,0,2,0,0,-81,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,6,0,0,0,0,199,0
12-04-2021,delta7,other,0,0,0,0,0,0,0,0,5,0,0,-26,0,0,0,0,5,0,0,130,0,0,0,0,8,0,0,0,0,33,0,0,0,0,494,0
13-04-2021,delta7,other,0,0,0,0,0,0,0,0,4,0,0,-81,0,0,0,0,5,0,0,133,0,0,0,0,7,0,0,0,0,29,0,0,0,0,429,0
14-04-2021,delta,other,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,3,0,40,0
14-04-2021,delta7,other,0,0,0,0,0,0,0,0,6,0,0,-68,0,0,0,0,6,0,0,142,0,0,0,0,9,0,0,0,0,29,0,0,3,0,372,0
15-04-2021,delta,other,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0
15-04-2021,delta7,other,0,0,0,0,0,0,0,0,5,0,0,-80,0,0,0,0,5,0,0,141,0,0,0,0,10,0,0,0,0,27,0,0,3,0,469,0
16-04-2021,delta7,other,0,0,0,0,0,0,0,0,3,0,0,-88,0,0,0,0,3,0,0,148,0,0,0,0,11,0,0,0,0,27,0,0,3,0,638,0
17-04-2021,delta7,other,0,0,0,0,0,0,0,0,3,0,0,-89,0,0,0,0,6,0,0,152,0,0,0,0,11,0,0,0,0,31,0,0,3,0,660,0
18-04-2021,delta7,other,0,0,0,0,0,0,0,0,3,0,0,-95,0,0,0,0,5,0,0,139,0,0,0,0,10,0,0,0,0,19,0,0,3,0,663,0
19-04-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-12,0,0,0,0,5,0,0,146,0,0,0,0,11,0,0,0,0,14,0,0,3,0,497,0
20-04-2021,delta,other,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,3,0,0,0,0,101,0
20-04-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,-12,0,0,0,0,5,0,0,153,0,0,0,0,24,0,0,0,0,14,0,0,3,0,598,0
21-04-2021,delta7,other,0,0,0,0,0,0,0,0,-4,0,0,-12,0,0,0,0,7,0,0,155,0,0,0,0,25,0,0,0,0,14,0,0,0,0,558,0
22-04-2021,delta7,other,0,0,0,0,0,0,0,0,-3,0,0,-9,0,0,0,0,8,0,0,170,0,0,0,0,38,0,0,0,0,15,0,0,0,0,616,0
23-04-2021,delta,other,0,0,0,0,0,0,0,0,-1,0,0,4,0,0,0,0,0,0,0,25,0,0,0,0,16,0,0,0,0,0,0,0,31,0,132,0
23-04-2021,delta7,other,0,0,0,0,0,0,0,0,-4,0,0,-5,0,0,0,0,8,0,0,173,0,0,0,0,53,0,0,0,0,15,0,0,31,0,505,0
24-04-2021,delta7,other,0,0,0,0,0,0,0,0,-4,0,0,11,0,0,0,0,5,0,0,188,0,0,0,0,63,0,0,0,0,13,0,0,31,0,583,0
25-04-2021,delta7,other,0,0,0,0,0,0,0,0,-4,0,0,21,0,0,0,0,5,0,1,204,0,0,0,0,101,0,0,0,0,14,0,0,31,0,622,0
26-04-2021,delta7,other,0,0,0,0,0,0,0,0,-4,0,0,14,0,0,0,0,5,0,2,199,0,0,0,0,103,0,0,0,0,20,0,0,31,0,812,0
27-04-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,17,0,0,0,0,10,0,2,228,0,0,0,0,89,0,0,0,0,17,0,0,31,0,846,0
28-04-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,24,0,0,0,0,9,0,2,250,0,0,0,0,142,0,0,0,0,23,0,0,31,0,956,0
29-04-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,42,0,0,0,0,10,0,3,245,0,0,0,0,160,0,0,0,0,26,0,0,31,0,900,0
02-05-2021,delta,other,0,0,0,0,0,0,0,0,2,0,0,-4,0,0,0,0,1,0,3,27,0,0,0,0,11,0,0,0,0,0,0,0,0,0,115,0
02-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,1,14,0,7,253,0,0,0,0,143,0,0,0,0,19,0,0,0,0,935,0
03-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,1,15,0,6,266,0,0,0,0,149,0,0,0,0,23,0,0,0,0,819,0
04-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,1,10,0,6,234,0,0,0,0,149,0,0,0,0,23,0,0,0,0,740,0
05-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,8,0,8,216,0,0,0,0,124,0,0,0,0,25,0,0,1,0,630,0
06-05-2021,delta,other,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,0,5,0,0,0,0,433,0
06-05-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-16,0,0,0,1,5,0,7,205,0,0,0,0,111,0,0,0,0,26,0,0,1,0,961,0
07-05-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-28,0,0,0,0,6,0,7,188,0,0,0,0,98,0,0,0,0,27,0,0,1,0,900,0
08-05-2021,delta,other,0,0,0,0,0,0,0,0,-1,0,0,-6,0,0,0,0,0,0,0,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,18,0
09-05-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,-23,0,0,0,0,7,0,3,181,0,0,0,0,97,0,0,0,0,25,0,0,1,0,735,0
10-05-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,-15,0,0,0,0,7,0,3,189,0,0,0,0,88,0,0,0,0,16,0,0,1,0,748,0
11-05-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,-16,0,0,0,0,9,0,3,193,0,0,0,0,109,0,0,0,0,16,0,0,1,0,741,0
12-05-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,-14,0,0,0,0,11,0,1,192,0,0,0,0,93,0,0,0,0,9,0,0,0,0,794,0
13-05-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,-11,0,0,0,0,12,0,3,204,0,0,0,0,83,0,0,0,0,4,0,0,0,0,396,0
14-05-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,-9,0,0,0,0,9,0,2,198,0,0,0,0,81,0,0,0,0,4,0,0,0,0,350,0
15-05-2021,delta,other,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,2,0,0,37,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0
15-05-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-4,0,0,0,1,11,0,2,212,0,0,0,0,61,0,0,0,0,5,0,0,0,0,362,0
16-05-2021,delta,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,23,0
16-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-7,0,0,0,1,10,0,2,199,0,0,0,0,58,0,0,0,0,5,0,0,0,0,346,0
17-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-6,0,0,0,1,10,0,4,173,0,0,0,0,66,0,0,0,0,3,0,0,2,0,269,0
18-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-11,0,0,0,1,11,0,4,171,0,0,0,0,52,0,0,0,0,3,0,0,2,0,264,0
19-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-13,0,0,0,1,12,0,4,156,0,0,0,0,41,0,0,0,0,2,0,0,2,0,237,0
20-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-14,0,0,0,1,15,0,3,122,0,0,0,0,36,0,0,0,0,2,0,0,2,0,224,0
21-05-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,1,17,0,5,123,0,0,0,0,32,0,0,0,0,1,0,0,2,0,237,0
22-05-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-5,0,0,0,0,16,0,5,117,0,0,0,0,37,0,0,0,0,0,0,0,2,0,256,0
28-05-2021,delta,other,0,0,0,0,0,0,0,0,-1,0,0,-2,0,0,0,0,1,0,0,49,0,0,0,0,4,0,0,0,0,2,0,0,0,0,37,0
28-05-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,-8,0,0,0,0,18,0,3,208,0,0,0,0,26,0,0,0,0,2,0,0,0,0,327,0
29-05-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,-4,0,0,0,0,17,0,3,191,0,0,0,0,21,0,0,0,0,2,0,0,0,0,304,0
30-05-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,-4,0,0,0,0,18,0,1,190,0,0,0,0,23,0,0,0,0,4,0,0,0,0,315,0
31-05-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,-4,0,0,0,0,17,0,1,176,0,0,0,0,21,0,0,0,0,4,0,0,0,0,313,0
01-06-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,-4,0,0,0,0,20,0,3,147,0,0,0,0,17,0,0,0,0,4,0,0,0,0,342,0
02-06-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,19,0,3,137,0,0,0,0,20,0,0,0,0,4,0,0,0,0,287,0
03-06-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,17,0,3,128,0,0,0,0,16,0,0,0,0,4,0,0,0,0,225,0
05-06-2021,delta,other,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,4,0,3,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0
05-06-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,20,0,6,77,0,0,0,0,16,0,0,0,0,2,0,0,0,0,270,0
06-06-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,19,0,6,57,0,0,0,0,13,0,0,0,0,22,0,0,0,0,270,0
07-06-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,19,0,6,51,0,0,0,0,11,0,0,0,0,-48,0,0,0,0,249,0
08-06-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,14,0,4,50,0,0,0,0,14,0,0,0,0,-48,0,0,0,0,220,0
09-06-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,14,0,3,51,0,0,0,0,12,0,0,0,0,32,0,0,0,0,183,0
10-06-2021,delta,other,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,-266,0
12-06-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,12,0,2,125,0,0,0,0,18,0,0,0,0,32,0,0,0,0,-213,0
13-06-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,18,0,2,172,0,0,0,0,22,0,0,0,0,10,0,0,0,0,-209,0
14-06-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,15,0,3,206,0,0,0,0,22,0,0,0,0,82,0,0,0,0,-234,0
15-06-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,15,0,3,212,0,0,0,0,23,0,0,0,0,83,0,0,0,0,-234,0
16-06-2021,delta7,other,0,0,0,0,0,0,0,0,2,0,0,-4,0,0,0,0,15,0,3,204,0,0,0,0,30,0,0,0,0,3,0,0,0,0,-221,0
17-06-2021,delta,other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0
17-06-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-4,0,0,0,0,14,0,3,195,0,0,0,0,28,0,0,0,0,4,0,0,0,0,51,0
18-06-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-3,0,0,0,1,14,0,4,179,0,0,0,0,27,0,0,0,0,4,0,0,0,0,50,0
19-06-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,1,16,0,2,135,0,0,0,0,27,0,0,0,0,4,0,0,1,0,50,0
20-06-2021,delta7,other,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,10,0,2,93,0,0,0,0,25,0,0,0,0,4,0,0,1,0,40,0
21-06-2021,delta,other,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
24-06-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,9,0,0,0,2,16,0,3,56,0,0,0,0,14,0,0,0,0,1,0,0,1,0,28,0
25-06-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,10,0,0,0,1,15,0,2,47,0,0,0,0,14,0,0,0,0,2,0,0,2,0,26,0
26-06-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,10,0,0,0,1,15,0,2,53,0,0,0,0,12,0,0,0,0,2,0,0,1,0,27,0
27-06-2021,delta7,other,0,0,0,0,0,0,0,0,-1,0,0,8,0,0,0,1,17,0,2,48,0,0,0,0,12,0,0,0,0,2,0,0,2,0,25,0
29-06-2021,delta,other,0,0,0,0,0,0,0,0,-2,0,0,-5,0,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
29-06-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,5,0,0,0,0,17,0,0,55,0,0,0,0,12,0,0,0,0,1,0,0,2,0,22,0
30-06-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,1,0,0,0,0,17,0,1,59,0,0,0,0,8,0,0,0,0,1,0,0,2,0,24,0
01-07-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,3,0,0,0,0,16,0,1,56,0,0,0,0,9,0,0,0,0,2,0,0,2,0,31,0
02-07-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,15,0,1,61,0,0,0,0,9,0,0,0,0,1,0,0,1,0,128,0
03-07-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,14,0,1,63,0,0,0,0,10,0,0,0,0,1,0,0,1,0,132,0
04-07-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,12,0,1,59,0,0,0,0,9,0,0,0,0,1,0,0,0,0,133,0
05-07-2021,delta7,other,0,0,0,0,0,0,0,0,-2,0,0,-1,0,0,0,0,11,0,0,58,0,0,0,0,9,0,0,0,0,3,0,0,0,0,137,0
11-04-2020,delta,recovered,0,0,0,0,0,0,0,0,0,4,11,6,0,0,0,5,19,0,0,20,0,0,1,0,0,0,0,0,56,0,51,0,0,13,0,0
30-03-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,5,0,0,0,0,1
30-03-2020,delta,recovered,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0
04-04-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0
08-04-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,8,0,0,3,0,0,0,1,0,1,0,0,1,0,1,0,2
26-04-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,19,0,0,4,0,0,0,1,0,7,0,0,1,0,3,0,2
27-04-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0,27,0,0,7,0,0,0,1,0,9,0,0,0,0,1,0,0
28-04-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,31,0,0,10,0,0,0,0,0,2,0,0,1,0,3,0,2
04-05-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,2,0,0,0,35,0,0,9,0,0,0,2,0,6,0,0,1,0,7,0,11
11-05-2020,delta,deceased,0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,0,0,0,0,36,0,0,6,0,0,0,0,0,5,0,0,6,0,1,0,5
14-03-2020,delta,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-2020,delta7,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-03-2020,delta7,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2020,delta7,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2020,delta7,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-03-2020,delta7,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-03-2020,delta7,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2020,delta7,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-03-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-04-2020,total,other,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
